user_id,display_name,reputation,gold_badges,silver_badges,bronze_badges
4478562,Ivan Nosov,15945,2,19,14
222329,Edward Loper,15944,7,47,52
1363110,Shaggie,15944,1,16,8
1830736,George Hilliard,15942,11,62,96
1018140,Alberto,15941,9,46,60
1663383,Draco18s no longer trusts SE,15941,3,40,60
3949993,FULL STACK DEV,15941,6,48,67
4104224,Uueerdo,15941,1,18,21
7458681,Louise Davies,15941,6,41,41
20,Tom,15940,5,50,63
238052,gmhk,15940,29,91,112
401510,Damir Zekić,15940,2,36,35
564000,Armin,15938,10,49,66
2321,Matt Howell,15936,7,50,57
273119,Daniel Gomez Rico,15936,22,98,172
5897,Alex Lyman,15935,4,40,42
90268,Alex N.,15935,10,47,54
2761641,Akshay Vijay Jain,15935,9,71,84
168771,Jed Smith,15934,8,54,59
473792,Kevin,15934,25,80,127
1544012,Matouš Bor&#225;k,15934,2,45,55
2064761,Michael Kenzel,15933,2,35,45
22035,Oli,15932,8,32,36
318870,Dolan Antenucci,15932,17,76,101
5856,Stompchicken,15931,1,35,38
10639,Jason,15931,3,50,73
1763602,Marco Sulla,15930,14,71,106
82484,C&#233;dric Rup,15928,3,40,30
1110437,developer747,15928,27,102,156
39371,Stephane Grenier,15927,41,121,204
60488,Johan Kool,15927,9,67,81
71883,Toad,15925,16,85,129
364312,oshirowanen,15925,83,203,356
261682,webnoob,15924,13,87,167
296460,shuttle87,15924,12,78,107
2352082,Morten Zilmer,15924,3,33,52
1370425,SeanC,15923,5,47,67
2275,niklasfi,15921,7,43,55
14624409,Elad Kalif,15921,3,27,62
23120,Obediah Stane,15919,14,41,28
997851,sockeqwe,15919,24,94,147
241824,Sawyer,15917,28,91,126
1794315,Donovan,15917,4,24,34
583833,Borgleader,15916,5,48,63
6043170,2ps,15916,2,31,51
334451,Mikko Rantalainen,15915,11,85,126
2739078,CodinCat,15914,6,50,63
3150338,faho,15914,2,45,51
1615,stalepretzel,15913,23,78,92
2692688,Tushar Gupta,15913,1,32,52
1287,vitule,15912,11,34,37
299897,Ivan,15912,18,63,99
2063096,SoEzPz,15912,8,63,66
2145624,Thomas Kim,15911,2,54,43
1281879,andyras,15910,6,59,77
185432,Marco,15909,35,114,178
219136,PherricOxide,15909,3,31,44
35306,Stephan Eggermont,15907,1,40,65
15570,Wolfwyrd,15906,5,49,68
181150,markovuksanovic,15906,14,50,57
14574199,Tiny Wang,15906,2,17,38
89999,Michael Urman,15905,2,30,44
568785,Bailey Parker,15905,5,57,93
4140346,James111,15903,16,86,129
781339,Anthony Miller,15899,30,72,100
1189762,Robin Wieruch,15898,11,87,111
345716,Peter V. M&#248;rch,15897,11,84,121
4303162,Stibu,15897,6,60,75
258400,easwee,15895,24,63,83
1485219,oleq,15895,1,39,69
265341,Satyam,15894,32,136,250
374310,Igor,15893,1,28,33
8651601,Kazi Mohammad Ali Nur Romel,15893,2,16,27
29653,akshat,15892,8,32,29
75699,Rudu,15892,4,49,64
13442,Mathias F,15891,25,93,166
456144,Ian Purton,15891,3,29,27
10202,ten5peed,15890,3,61,74
31967,Xiaofu,15889,2,34,45
748789,IMB,15889,23,87,149
764322,Imanol Luengo,15889,2,51,68
138541,Mint,15887,32,80,109
202522,joar,15887,1,31,56
553609,Mathias Lykkegaard Lorenzen,15886,27,109,199
942391,Sumit Singh,15886,6,62,90
6083,Simon Willison,15882,6,39,45
1168804,Federico J.,15882,6,35,54
49048,empi,15881,8,64,78
713106,Brad,15879,11,61,75
470717,gam6itko,15878,2,21,18
6572971,Alien,15878,8,42,63
379311,Yann Vernier,15877,2,30,27
273657,ziggy,15876,69,197,291
29152,DuckMaestro,15875,11,70,87
444578,David Lozzi,15875,10,32,46
6726,Lucas Oman,15872,2,46,45
139117,Vlad the Impala,15872,17,84,127
282475,shaneburgess,15872,15,49,67
411846,centic,15872,10,72,130
529761,Zac Howland,15872,1,28,43
882993,Jack,15872,20,70,93
5431791,Sayandip Dutta,15872,4,26,56
177019,ian,15871,2,24,19
2057709,VC.One,15871,4,26,61
3154233,NoobEditor,15871,20,85,117
477771,Mark Storer,15868,3,45,83
70915,Niki,15867,6,49,75
464257,Shaz,15867,4,43,59
258482,Arlen Beiler,15866,35,96,137
1324756,AliRıza Adıyahşi,15866,24,117,197
2589202,crthompson,15865,6,62,86
267416,Wazery,15863,19,67,100
1031689,JasonPlutext,15863,4,47,85
323332,Richard,15862,32,86,113
290072,Almo,15861,13,70,95
2231972,Roman-Stop RU aggression in UA,15861,3,51,58
4249707,El Ruso,15861,6,35,57
279691,Betamoo,15860,25,78,110
1762944,Afzaal Ahmad Zeeshan,15860,14,58,105
141906,Maxim Sloyko,15856,9,44,50
266531,Kirby,15855,11,95,108
1162233,Kaidul,15855,17,83,157
1338158,Maciej Gol,15854,4,34,52
404033,William Niu,15853,8,57,93
29057,quark,15852,3,44,30
473648,Ravi Gadag,15851,5,59,85
469356,Igorek,15850,3,59,94
62570,Milan,15849,20,59,65
144351,Rob Farley,15849,5,45,60
551548,seppo0010,15849,5,33,32
220847,Nick Moore,15847,6,64,84
1289716,MAC,15847,8,56,96
3684265,imvain2,15847,1,18,21
1437328,user1437328,15846,10,35,44
1479535,rrk,15846,4,30,47
53529,Pete Hodgson,15845,5,40,46
109169,netawater,15844,4,27,22
4516110,Mehraj Malik,15844,18,61,88
4723795,xenteros,15842,12,57,93
7679,Chase Seibert,15841,8,53,58
1462337,rhashimoto,15841,2,54,82
1430810,arieljuod,15838,2,26,37
793476,flori,15837,5,58,65
3924118,nbro,15837,34,119,213
6579744,rahnema1,15837,3,16,28
3025259,ProllyGeek,15836,9,55,77
414027,kobe,15835,15,65,93
1389756,Silverstorm,15835,2,42,53
1448207,user1448207,15835,3,15,5
4034572,Albert Vila Calvo,15835,6,66,77
419516,user219882,15834,24,96,139
235308,selfawaresoup,15832,7,39,47
89373,aehlke,15831,5,37,45
305270,Totty.js,15831,31,109,179
147390,Schneems,15828,9,61,85
1356465,Alex K,15828,4,33,33
1579327,Paolo,15827,27,72,94
6402990,Nicolas Hevia,15827,4,23,32
25498,Adam Crume,15824,8,48,52
53487,Chris B,15824,5,35,40
82872,John Paulett,15824,4,46,39
1144157,Steephen,15824,7,46,47
4096987,AndroidEx,15824,9,57,50
125351,Anvaka,15823,2,48,57
1234087,Mos&#232; Raguzzini,15821,1,32,44
4969827,Sergey Shustikov,15821,12,70,125
139766,Callum Rogers,15819,17,69,91
289135,Chris Thornton,15817,5,38,63
92546,HABO,15816,5,42,60
8718,Jaykul,15814,9,65,70
14149,xpda,15813,8,53,83
294728,Roger,15813,4,52,73
4672588,cpplearner,15813,3,51,79
62195,Ryan Emerle,15811,8,54,70
216728,nornagon,15811,18,76,86
51650,bmotmans,15810,5,22,14
272072,Scott Rippey,15810,5,71,88
22904,Giulio Piancastelli,15808,5,46,62
3,Jarrod Dixon,15807,9,61,72
365624,Banshee,15807,41,138,232
1505644,Anirudh,15807,2,16,26
54283,Jon W,15806,6,39,48
73103,Eugene Morozov,15806,3,27,33
76664,elo80ka,15805,3,38,43
1106367,Adam,15805,2,46,64
1012936,milleniumbug,15804,3,51,72
1884158,modulitos,15804,17,82,120
4936905,Hassan Baig,15804,28,111,225
871202,Li Haoyi,15802,20,83,138
927652,Joe,15802,4,50,83
343679,Sharjeel,15798,14,59,89
130854,Spadar Shut,15797,5,49,57
795797,Mihail Shishkov,15797,8,51,62
1810243,MikeSmithDev,15797,4,60,91
4690946,Daniele Ricci,15797,1,30,60
203667,jschmier,15796,8,57,73
5838056,arshbot,15795,16,51,78
215741,code4life,15794,8,54,82
1715759,3dgoo,15794,6,48,59
230717,Stan Kurilin,15792,22,85,133
378151,Snekse,15789,11,63,77
801369,Dhrumil Shah - dhuma1981,15789,6,33,40
48956,user48956,15788,24,100,169
509205,CuriousMind,15788,22,88,126
668807,Blair,15788,7,47,56
903194,David M. Syzdek,15788,6,31,40
1503553,Erez Rabih,15788,3,48,67
937440,w0051977,15787,37,177,361
150703,tim_wonil,15786,6,30,42
3132019,Gerard,15786,5,33,53
4339402,IGP,15786,5,31,50
10539446,nevermore,15786,1,14,32
4660,Timothy Carter,15785,7,46,62
1455816,Duyen-Hoa,15784,5,36,45
3627607,Tensibai,15784,1,40,59
1419272,alinsoar,15783,4,60,79
1840471,Max Ghenis,15783,17,92,140
644810,Rustam Gasanov,15781,10,62,74
4042051,drubb,15781,7,17,11
459338,Ruel,15780,7,40,49
2757916,Govind Rai,15780,10,80,93
237815,ccleve,15779,29,100,171
33165,tcurdt,15778,10,62,74
73274,Paul Morie,15778,9,53,57
106140,Olivier Pons,15778,27,122,223
148956,Tattat,15778,33,90,139
888469,Daniel Santos,15778,22,104,185
4549682,wordsforthewise,15777,6,94,125
4883195,Moritz Ringler,15776,10,27,45
850996,Shyam Habarakada,15775,3,38,47
3015325,Larry Schiefer,15775,2,30,34
832052,djv,15774,7,50,78
1321873,Rajesh,15774,7,47,96
125913,The Real Bill,15773,8,38,40
1845790,Ende Neu,15773,5,60,72
45382,akjoshi,15772,13,106,122
71116,Michael Steele,15772,2,24,24
461347,Rob Davis,15772,5,46,50
1808494,Aron,15772,3,33,69
101762,Persimmonium,15771,12,50,81
1322562,jdoe,15771,2,48,49
121595,amorfis,15770,15,82,132
414,Stu,15769,4,45,74
1039,d4nt,15769,9,44,52
1497139,Wolfgang Fahl,15769,11,99,198
9417,Chris Young,15767,7,38,42
2967572,Sajad Karuthedath,15767,4,34,49
868492,James McCracken,15766,6,56,63
13019,Olly Hodgson,15765,3,43,61
576831,Nachshon Schwartz,15765,20,63,99
45756,Nathan Voxland,15763,2,51,66
12502,Jonathan Rupp,15762,5,48,61
168882,SoftwareGeek,15762,19,63,78
186035,Trevor Johns,15762,3,57,54
5035803,pl_rock,15762,3,31,33
587920,Sam,15761,26,89,150
15517,Matthias Benkard,15759,4,41,47
348589,Shady Mohamed Sherif,15759,4,48,60
5555938,Stokely,15759,2,45,27
430719,Bart van Ingen Schenau,15758,4,33,41
1484739,TheWhiteRabbit,15758,4,34,57
5506161,Jay Zuo,15758,2,28,50
68283,Rich,15757,16,80,126
30497,chazomaticus,15756,4,32,31
1584115,svenhornberg,15756,9,42,57
2087628,JaskeyLam,15755,23,127,158
2434234,Nick Humrich,15755,10,66,86
117658,Jack Marchetti,15754,14,84,119
90155,hbw,15750,6,52,58
650424,Cmag,15750,25,96,145
1891219,gaborsch,15748,6,39,50
7250862,RajeshKumar R,15748,2,44,72
7288685,Carlos Andres,15747,8,21,35
52573,nes1983,15746,4,46,64
302243,Austin Phillips,15746,2,52,50
471744,spierce7,15746,13,75,118
852499,Mustafa G&#252;ven,15744,11,65,85
2103202,Anmol Saraf,15743,10,54,61
50572,Knut Arne Vedaa,15742,12,51,60
1246987,bodokaiser,15742,27,99,143
1367730,Joel,15742,7,53,41
5640295,Sami Kanafani,15741,6,49,42
588758,JMRboosties,15740,21,79,117
1486275,Brian,15740,7,36,43
2008384,Kryten,15740,7,48,70
844210,Nitesh,15739,4,50,60
12523,jkramer,15738,5,50,48
271641,Marat,15738,3,42,51
1318739,Mari&#225;n Čern&#253;,15738,4,77,85
206914,Steve,15736,3,46,39
2790174,NoDisplayName,15736,12,67,103
196838,Kaivosukeltaja,15735,5,43,71
279308,Dmitry Yudakov,15734,4,52,53
1078678,TheLettuceMaster,15734,50,158,266
2307753,Deepak Ingole,15732,10,48,80
848184,Shawn Taylor,15730,4,34,39
289122,jackrabb1t,15729,2,22,21
949300,user949300,15729,7,38,68
1167947,Paul Stephen Withers,15729,1,17,33
1018177,Matthias Robbers,15728,6,65,75
4698882,Binary Birch Tree,15728,1,18,13
902734,Ilya Palkin,15727,2,24,38
889,Eldila,15726,23,59,62
92584,Robert,15726,4,42,46
1071136,user1071136,15725,4,45,62
442006,Roger Dahl,15724,8,69,88
11099213,Hury Shen,15724,1,10,19
165589,Koerr,15723,29,80,109
79485,Marcel,15722,22,103,164
663476,jonkroll,15722,4,51,43
9098350,bas,15722,7,27,69
1479269,dmvianna,15718,18,79,109
1513286,Vin&#237;cius,15718,3,33,54
2102794,Sai,15718,21,87,124
2505071,iklinac,15718,5,31,33
233406,Patrick,15717,1,41,39
451007,101010,15716,31,106,184
20986,Barth,15715,22,73,107
575497,Prince Goulash,15715,2,51,52
1219414,Juan,15715,24,109,192
3556874,Naeem Shaikh,15715,7,52,91
207894,Ory Band,15714,14,61,66
363701,Zach Lysobey,15714,21,100,151
6690664,M Tomczynski,15714,1,18,25
1620194,Salketer,15711,2,31,63
618,HS.,15710,10,43,48
102482,Finglas,15709,11,59,90
2109289,Alex,15708,15,80,139
64873,Billy,15706,28,71,101
321527,Brian,15706,4,48,64
543572,James-Jesse Drinkard,15703,16,118,140
2765346,Hristo Eftimov,15703,14,54,79
3357295,Doguita,15703,3,28,37
356759,Stephan K.,15702,15,93,157
1029088,Bishan,15702,53,169,267
11356,Rory Becker,15701,17,72,94
804447,Dheeresh Singh,15701,3,39,36
83819,Sev,15699,11,60,76
769006,ncuillery,15699,2,23,33
1274485,Yann39,15699,11,61,87
1344008,npe,15699,1,57,58
1443866,codingrose,15699,11,40,58
469319,RLH,15698,25,106,189
1707520,sol4me,15698,6,36,35
17373,Greg Bray,15697,13,84,106
63293,Peter Walser,15696,4,55,81
522877,Wex,15695,10,67,107
1110914,King-Wizard,15694,6,86,76
2745436,Amitesh Bharti,15693,6,70,66
110963,Achim,15692,15,89,155
1560517,appleLover,15691,12,37,51
685923,Ed Staub,15690,3,62,91
13131047,Łukasz Kwieciński,15689,4,23,47
10030970,Cat_Enthusiast,15688,5,25,46
1218422,Bhaumik Patel,15686,5,32,34
324853,JohnJohnGa,15685,20,64,87
472614,A.R.,15685,21,81,124
820127,rossum,15685,2,25,39
3063884,CJBS,15685,7,97,138
907949,tad,15684,2,15,2
6815131,Joe C,15684,8,41,52
754042,BluesRockAddict,15683,3,39,35
442650,Jonathan Vanasco,15680,11,52,73
439171,Italo Borssatto,15679,7,67,90
620053,Rafael T,15679,15,84,148
31345,Mladen Prajdic,15677,2,45,51
251956,Megha Joshi - GoogleTV DevRel,15677,3,26,18
1597,Landon,15676,12,39,30
373962,Miquel,15675,8,55,88
3565,Benno Richters,15673,14,43,45
107694,Wyatt Barnett,15673,3,36,54
834424,dbrin,15673,4,58,85
938694,Cubic,15673,6,49,95
943340,Googlebot,15673,45,144,247
471436,Lanbo,15672,16,74,147
1802143,user1802143,15672,18,48,57
1061,Jarod Elliott,15670,3,36,34
12895,Craig Trader,15669,6,40,56
1196908,Michal,15669,10,76,105
41595,Ewen Cartwright,15668,4,24,21
734687,ChrLipp,15668,10,78,111
1308767,Bojan Kseneman,15668,2,55,59
221683,Ian Warburton,15666,24,116,208
830247,Brian Glaz,15666,4,39,55
1091445,tbrisker,15666,1,18,17
782754,Adrian Iftode,15663,4,50,73
2588800,Svetlin Zarev,15663,4,59,88
446594,DarkBee,15662,8,70,113
1647528,Ming Li,15662,3,39,35
80796,Jessy,15661,31,86,100
1078009,dot,15660,43,127,259
894487,ErichBSchulz,15659,6,60,63
73820,tranmq,15658,3,32,27
4398966,DCR,15657,13,60,127
216111,josefx,15656,6,40,63
1003915,Jakub Matczak,15656,5,51,67
1132363,mae,15656,8,35,49
370,DShook,15654,9,47,56
6797267,Lev,15654,16,63,91
1085343,GWed,15653,6,65,103
542308,DarkLightA,15652,18,51,57
8068625,Henry Woody,15652,7,47,63
6763640,Jus10,15649,22,58,80
6813231,Alexei,15646,48,135,274
1151456,Abubakkar,15644,8,58,84
2477619,Felix K.,15643,10,65,80
92813,Chris,15641,19,73,74
596362,Chatar Veer Suthar,15639,26,93,157
1278987,David R,15639,8,57,74
750511,Carven,15638,30,124,183
288980,whlk,15635,14,68,96
45942,Chirantan,15634,8,51,75
220155,me_and,15634,8,64,96
299216,Matthew,15632,28,91,124
1989425,autistic,15632,4,40,81
5069226,yadhu,15632,7,33,49
1651073,Frank,15631,6,37,50
2535344,Levi Fuller,15631,4,40,45
438624,kbvishnu,15630,20,73,105
14487032,Abraham,15630,7,81,120
29505,cbrulak,15629,20,63,101
1043150,Philipp,15629,4,37,53
190596,Stijn Geukens,15628,9,70,102
669119,Aravindhan,15628,10,57,72
1761457,Tomas Kulich,15628,4,32,36
2573335,rnrneverdies,15627,9,66,95
508236,hh54188,15626,35,116,191
42009,Thomas M&#252;ller,15625,6,43,47
2948212,diegosasw,15624,16,102,184
23372,Michael Damatov,15623,10,48,71
111466,back2dos,15623,0,35,52
162461,craftsman,15623,17,73,87
595305,mike rodent,15623,13,118,190
7023245,Timothy Truckle,15622,2,29,51
21433,Rob Fonseca-Ensor,15621,1,46,57
9217760,Sally CJ,15620,2,19,36
741249,THelper,15619,6,67,105
6083423,Life is complex,15619,5,31,69
1318472,yamen,15618,3,43,52
434697,Kayote,15617,26,96,152
233679,PHP Ferrari,15616,27,86,149
383635,Tom Walters,15616,7,58,75
916000,Taha Paksu,15616,2,49,82
195691,Alex Pretzlav,15615,9,59,56
2858654,Aritra Roy,15615,12,75,109
593144,Abelisto,15614,3,37,45
869867,Sileria,15612,4,51,30
738811,scdmb,15611,24,89,130
1284661,maybeWeCouldStealAVan,15610,2,24,32
1526703,Anupam,15610,20,72,102
1171873,Paulo R.,15609,4,33,42
1593273,Colin Bacon,15609,8,55,75
2471423,Albzi,15609,6,48,67
10504999,Tony Ju,15609,3,22,33
1578,Steve Gury,15608,6,39,42
162410,Cedric Beust,15608,3,57,55
8184139,Alberto Morillo,15608,3,28,31
386263,ANP,15607,22,61,79
1990505,Vikram Deshmukh,15606,4,38,41
155857,Cory,15605,24,58,73
928054,Carl,15605,5,57,53
2225384,Rein Henrichs,15605,1,46,55
3009639,orszaczky,15605,10,50,57
3551786,Durga,15604,2,30,54
931027,Kusalananda,15603,3,45,53
1035257,Code Lღver,15603,16,59,75
164439,thaddeusmt,15600,10,68,67
95509,Bartek,15599,2,60,65
355896,hassaanm,15599,4,22,20
1748769,Srikar Doddi,15599,15,69,107
32809,Egil Hansen,15598,8,40,54
520692,InfoLearner,15598,21,80,129
1198201,stdcerr,15598,27,83,139
171562,jlehr,15597,5,45,45
26123,Milan Novota,15596,7,56,62
355715,polm23,15593,8,37,63
312627,karim,15589,7,60,100
3505900,unional,15589,6,34,57
4244136,Willeke,15589,4,22,50
202431,D.C.,15588,19,77,103
2586761,ptim,15587,10,85,105
145025,William,15583,8,37,32
185555,kmunky,15583,17,55,64
5641598,Matias Quaranta,15583,1,25,52
51101,Breton,15582,3,61,76
943184,Clay Wardell,15582,13,47,67
33969,Reddog,15579,4,53,63
350374,Baz1nga,15579,3,37,63
826435,kgaidis,15579,5,89,95
1404422,Kenneth Lynne,15579,12,64,80
64976,J. Steen,15578,15,57,64
2172547,Code Guru,15578,30,143,210
69258,DataNucleus,15577,3,33,37
475472,Asaf Pinhassi,15573,12,110,135
109744,Idelic,15572,5,38,40
982002,Seybsen,15572,4,44,75
118500,Kangkan,15571,11,77,114
5632400,meallhour,15571,24,72,151
232566,RQDQ,15569,2,34,60
1975282,TheSmurf,15568,3,41,48
444382,Brad,15567,6,39,58
1429262,Firo,15566,3,58,75
10795151,S.S. Anne,15566,8,41,81
2523147,prime,15564,16,103,136
1304456,MuriloKunze,15563,17,55,83
2263683,Ghasem,15563,27,147,189
2769729,Sarah Weinberger,15561,25,87,134
531179,ulidtko,15560,10,58,91
665800,shanethehat,15560,11,58,87
6570042,Gabor Lengyel,15560,4,38,64
7854841,OwChallie,15559,1,12,13
8211528,Hooman Bahreini,15559,11,81,155
427146,sabithpocker,15558,1,43,77
1496935,iDevzilla,15558,1,17,16
6858244,Prayson W. Daniel,15558,6,56,61
91522,Eric,15557,0,40,61
744484,Erre Efe,15557,10,47,78
4452553,guradio,15555,4,38,62
2147481,Gokul Nath KP,15553,25,92,128
83952,Cheung,15552,21,66,95
223897,Robert Speicher,15552,6,42,45
601224,aorcsik,15552,5,41,50
846476,RNJ,15552,18,90,135
869330,Naetmul,15552,8,63,85
8508,Matthew Scouten,15551,11,35,51
1945525,rickvdbosch,15551,2,45,58
2707864,sancho.s ReinstateMonicaCellio,15551,23,103,204
1796105,H&#252;seyin BABAL,15550,5,52,74
155537,dkackman,15549,14,73,127
1339966,Scarygami,15549,2,36,24
448474,hynekcer,15548,6,64,101
4109841,Tem&#252;jin,15548,8,38,58
76146,Aler,15547,6,24,26
635887,Ray Hunter,15547,5,55,52
30341,Aamir,15546,6,47,70
2107767,Alan C. S.,15546,2,21,16
165309,Red Swan,15545,44,161,241
754456,mfitzp,15545,7,53,72
1097123,kimbaudi,15545,9,68,79
6517383,Black Mamba,15545,7,92,112
12880,flicken,15543,4,31,29
486720,Richard,15542,18,59,77
48486,George,15541,22,68,83
641451,mgarciaisaia,15540,8,64,84
9217,skamradt,15538,3,39,57
39622,Cyrille Ka,15538,5,40,58
66450,Casey Rodarmor,15538,5,31,34
1219368,dragonmnl,15538,35,90,137
98057,Andr&#233; Laszlo,15537,3,66,83
4259761,openwonk,15537,7,49,41
253499,Andy Shellam,15535,1,29,41
518012,Eugene Goldberg,15534,23,96,178
965332,erb,15533,5,35,39
1460509,Devrim,15533,4,68,76
3510410,Vladim&#237;r Sch&#228;fer,15533,2,53,72
126483,JD.,15531,22,91,165
290338,Anatoly,15530,5,56,77
11299053,Yevhen Horbunkov,15530,3,26,45
24817,Steve Klabnik,15529,4,64,104
1206998,Juh_,15529,8,63,102
1398445,Amarnasan,15529,7,34,38
2287470,Joe,15528,8,50,57
50676,systemsfault,15527,15,62,67
2603665,mliebelt,15525,7,58,93
873025,Felix Glas,15524,8,57,83
2315602,lisyarus,15522,3,45,71
1667497,jdsumsion,15521,1,18,10
127863,jqno,15520,8,59,89
431369,Christian Stewart,15519,21,84,144
28840,Jonathan Wright,15518,4,27,19
1401686,Lukasa,15518,4,34,36
2600,Chris Upchurch,15517,6,52,66
726212,koool,15517,11,46,60
240418,girasquid,15516,3,51,58
142098,Doug,15515,18,78,105
409792,zwippie,15515,3,42,57
1573279,Gunaseelan,15515,11,84,130
44086,mmmmmmmm,15513,2,32,55
7414759,stovfl,15513,7,26,53
1213285,Oleg Gordiichuk,15512,7,63,101
11109,Nathan de Vries,15511,4,51,55
9201587,Nick Vu,15510,5,28,36
87191,simao,15509,9,58,68
25632,Joel,15506,16,41,32
509670,Sam,15506,25,96,153
143854,Ruben,15505,2,36,45
907576,radistao,15504,11,69,96
3080723,Stef,15504,2,22,37
15454,Hallgrim,15503,11,48,54
33890,Jay Godse,15503,17,92,133
213902,Jerad Rose,15503,18,87,156
649852,Go Dan,15502,6,43,66
50419,Navaneeth K N,15501,38,132,189
119224,queen3,15501,8,67,121
580281,jpetazzo,15501,4,45,46
3213868,ooga,15501,2,23,22
8751754,Ron,15501,4,37,50
92714,Joshua,15500,24,101,173
474287,Morfic,15498,3,54,63
1649960,Manish Kumar,15497,5,20,27
3179759,Alex - GlassEditor.com,15497,6,51,49
88172,IVR Avenger,15494,13,48,60
112517,Andre Miller,15493,6,56,53
343547,Jack Nock,15493,5,23,19
1108,jerhinesmith,15492,18,63,90
2482570,Max Heiber,15492,13,72,107
355281,Rubytastic,15491,18,88,180
3196723,Govind Singh,15490,14,75,108
238061,virsir,15489,25,78,110
5867572,gavgrif,15489,2,29,29
2879085,Forivin,15488,30,118,211
10112124,timdeschryver,15487,2,20,37
36472,flolo,15486,4,34,57
86024,Derek Dahmer,15485,6,37,33
310648,DomingoSL,15484,25,104,179
1566605,mariodev,15484,4,53,63
470195,bobbogo,15483,3,54,60
66945,Rishav Rastogi,15482,3,43,47
12492890,lemon,15482,6,21,40
7086,Nitin,15481,8,25,14
586051,Rahul Desai,15481,20,88,144
368926,elias,15480,4,43,66
14704799,gohm&#39;c,15480,1,12,22
1494802,munyengm,15479,4,25,34
7919,glenn mcdonald,15478,4,37,40
46942,Peter Kellner,15478,28,111,201
1260020,simo,15478,7,48,61
637236,Rasel,15477,6,41,50
95663,Keira Nighly,15476,8,30,28
486900,Repox,15476,9,57,84
915484,Kai,15476,6,52,82
252253,James,15475,26,88,120
395239,Mermoz,15474,17,61,85
534120,tbone,15473,3,37,42
230167,Bryan Downing,15472,3,42,61
958431,Roland Kuhn,15472,2,38,45
3787051,Alex Harvey,15472,8,71,105
1772334,Abraham P,15471,13,63,130
7121513,Ivan Shatsky,15470,2,25,48
12269857,wasif,15470,3,18,36
2412846,davidhigh,15468,2,47,80
39904,leggetter,15467,1,58,63
687739,Jason Strimpel,15466,25,80,109
30470,Nick Van Brunt,15464,13,71,92
1355249,sumit,15464,14,71,112
3068061,mustafa,15464,10,50,57
18229928,Rukmini,15464,2,7,20
1801,Slavo,15463,11,48,60
1344961,SLePort,15461,3,39,45
22162,balaweblog,15460,28,76,95
266012,dave,15459,26,78,113
8261,Rich,15458,3,71,123
1493368,Metrics,15458,7,55,83
1369,Collin K,15457,1,28,23
920568,Niraj Shah,15457,3,43,61
204,dragonmantank,15456,22,85,92
385264,Frodik,15455,25,91,143
1503018,sectus,15454,5,58,97
14642,mattlant,15451,4,36,44
635766,Shad,15451,2,23,34
492361,Tavousi,15446,19,54,71
760656,Ramesh PVK,15446,2,47,51
2602718,scohe001,15446,3,33,52
74772,teabot,15444,11,65,79
58615,AvatarKava,15443,2,29,33
87072,Switch,15443,21,73,110
16475264,Vikrant Pandey,15443,2,6,5
1003533,tarmes,15442,11,55,87
1065869,Elad Benda2,15442,30,88,163
3244064,Andriy,15442,4,48,52
207756,Orson,15441,12,59,72
427653,Noich,15441,15,64,92
1317221,user1317221_G,15441,3,53,79
458501,bhamby,15440,1,48,66
894892,defvol,15440,2,23,32
11098,Davy Landman,15439,6,53,76
760609,Jarek Milewski,15439,1,15,2
1619929,Johnny Z,15439,5,30,35
131881,Collin Anderson,15434,6,69,59
575421,Mikita Belahlazau,15434,2,40,43
358163,Talha Ahmed Khan,15433,10,45,49
330067,Lukasz Czerwinski,15432,11,59,66
465056,rexcfnghk,15432,1,33,58
3888719,Michael Delgado,15432,4,35,62
1959,Nick Zalutskiy,15430,7,54,50
294657,kaqqao,15429,13,72,126
2600833,Nick,15429,3,18,19
1012468,TilmanBaumann,15426,2,16,10
606521,user606521,15424,36,122,229
139698,Rod,15423,34,132,262
1028599,Arnoud Buzing,15423,3,22,50
2184364,Julien Spronck,15423,5,48,57
2637449,Md. Asaduzzaman,15423,2,35,47
6139527,Nicholas K,15423,8,34,59
168939,nschum,15422,5,60,56
5675325,Tiago Peres,15421,21,100,165
449907,Rocky Singh,15420,31,105,146
522254,LostInComputer,15420,4,43,49
516256,Heikki,15417,2,56,49
1239857,Pankaj,15416,3,18,23
272287,jdphenix,15415,4,44,74
315435,dave1010,15415,7,68,64
451951,Antrromet,15414,11,64,77
1236044,jbl,15413,3,35,102
2116168,Elmar Peise,15413,3,23,40
2811258,Johnny,15413,15,84,120
820664,Blacksad,15412,16,74,81
2335820,Kimmo Hintikka,15410,8,38,63
26931,Armstrongest,15409,15,70,108
112765,dreadwail,15409,22,69,97
67521,Drew,15408,19,69,78
1173114,Sage,15408,3,36,40
18093,Diastrophism,15407,1,18,7
6427646,Tha&#39;er AlAjlouni ثائر العجلوني,15407,7,35,39
11589,shodanex,15406,11,62,92
145567,Dominic Bou-Samra,15406,28,107,164
5881616,Ralf B&#246;nning,15405,6,54,71
1433268,MeltingDog,15404,52,178,320
2747511,Anton Trunov,15404,2,28,49
92371,RandomEngy,15403,5,74,118
426041,Frank Bozzo,15403,6,26,29
299592,amurra,15401,4,73,89
1770633,jayphelps,15401,3,44,55
7058266,Michael Mintz,15401,8,47,94
607163,Clafou,15400,7,61,92
569302,Jesus is Lord,15399,11,69,101
563229,Anders,15397,5,34,43
1404311,Scott Mermelstein,15397,4,49,77
526495,Jonathan,15395,17,99,131
